Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000267827,0,0,0,0,0,0,0,0
ENSG00000268458,0,0,0,0,0,0,0,0
ENSG00000243680,5280,5151,5542,7684,182,62,41,77
ENSG00000196267,374,507,306,376,88,31,20,51
ENSG00000267927,0,0,0,0,0,0,0,0
ENSG00000274380,0,0,0,0,1,0,0,0
ENSG00000207265,0,0,0,0,0,0,0,0
ENSG00000196214,1864,2202,2156,2239,581,224,232,678
ENSG00000208002,0,0,0,0,0,0,0,0
ENSG00000269102,1,1,4,2,0,0,0,0
ENSG00000198464,2991,3697,3432,3452,2068,763,725,2096
ENSG00000269535,0,0,0,0,0,0,0,0
ENSG00000167554,805,1041,1025,1052,25,7,6,28
ENSG00000221923,441,555,685,803,30,14,25,27
ENSG00000277977,5,19,10,12,1,0,0,0
ENSG00000167555,1972,2416,2402,2728,81,39,40,99
ENSG00000269776,0,0,0,0,0,0,0,0
ENSG00000198633,20,25,18,31,2,0,0,0
ENSG00000288253,41,34,31,42,0,0,0,0
ENSG00000105568,3419,3809,3053,5266,1631,659,711,1765
ENSG00000271049,0,0,0,0,0,0,0,0
ENSG00000252230,0,0,0,0,0,0,0,0
ENSG00000268683,0,1,0,0,0,0,0,0
ENSG00000279971,0,0,0,0,0,0,0,0
ENSG00000279329,10,8,7,7,1,0,0,1
ENSG00000089335,1368,1798,1954,2094,268,93,110,256
ENSG00000153896,212,252,217,303,0,0,0,0
ENSG00000270281,0,0,0,2,0,0,0,0
ENSG00000275540,0,0,0,0,0,0,0,0
ENSG00000271499,0,5,1,1,0,0,0,0
ENSG00000287533,0,0,0,0,0,0,0,0
ENSG00000267693,0,0,0,0,0,0,0,0
ENSG00000267481,25,36,22,34,0,0,1,2
ENSG00000270325,0,0,0,0,0,0,0,0
ENSG00000256771,1919,2270,2231,2268,47,20,32,90
ENSG00000270270,0,0,0,0,0,0,0,0
ENSG00000273791,0,0,0,0,0,0,0,0
ENSG00000274800,0,0,0,0,0,0,0,0
ENSG00000120784,686,806,667,717,0,0,1,1
ENSG00000161551,1424,1577,799,832,169,52,67,201
ENSG00000272395,0,0,0,1,0,0,0,0
ENSG00000221957,0,2,0,0,0,0,0,0
ENSG00000269794,0,0,0,1,0,0,0,0
ENSG00000277588,0,0,0,0,0,0,0,0
ENSG00000121410,15,18,10,8,0,0,0,2
ENSG00000268230,49,52,35,59,0,0,1,1
ENSG00000279611,23,28,16,50,1,0,2,6
ENSG00000174586,200,219,144,278,29,12,13,50
ENSG00000252211,0,0,0,1,0,0,0,0
ENSG00000152475,47,75,44,82,4,5,6,16
ENSG00000083845,6088,6688,7778,16811,7205,2637,3775,9418
ENSG00000266640,0,0,0,0,0,0,1,2
ENSG00000269855,6,7,7,10,10,3,8,11
ENSG00000268307,49,62,31,65,3,1,0,2
ENSG00000171574,639,755,546,679,428,130,176,512
ENSG00000268543,0,0,0,0,0,0,0,0
ENSG00000268912,100,167,85,102,0,0,0,0
ENSG00000131849,197,263,248,253,0,0,0,0
ENSG00000269473,54,80,42,92,46,16,28,63
ENSG00000249471,196,232,178,263,61,29,49,137
ENSG00000083812,262,324,168,275,222,61,115,256
ENSG00000083838,325,398,309,419,155,69,77,191
ENSG00000083807,454,447,472,800,115,52,87,198
ENSG00000252334,2,0,1,0,0,0,0,2
ENSG00000265272,0,0,0,0,0,0,0,0
ENSG00000119574,322,351,196,382,155,83,116,241
ENSG00000267392,0,0,0,0,0,0,0,0
ENSG00000280412,0,0,0,0,0,0,0,0
ENSG00000267609,0,0,0,0,0,0,0,0
ENSG00000277766,0,0,0,0,0,0,0,0
ENSG00000142002,1109,1251,1274,1800,956,410,379,1058
ENSG00000283758,0,0,0,0,0,0,0,0
ENSG00000087074,498,562,333,413,765,315,214,657
ENSG00000161643,0,0,0,0,0,0,0,0
ENSG00000104976,696,718,684,1070,188,78,128,290
ENSG00000099308,1078,1090,866,1133,194,72,107,216
ENSG00000105357,2091,2271,2619,4455,25,3,8,49
ENSG00000105664,13,30,6,6,1,1,1,4
ENSG00000005007,3735,4478,3092,3703,452,145,180,407
ENSG00000105088,806,727,355,520,178,56,80,234
ENSG00000227349,0,0,0,0,0,0,0,0
ENSG00000243130,0,0,0,0,0,0,0,1
ENSG00000236932,0,0,0,0,0,0,0,0
ENSG00000242221,0,0,0,0,0,0,0,0
ENSG00000230529,0,0,0,0,0,0,0,0
ENSG00000221826,0,0,0,0,0,0,0,1
ENSG00000124467,0,0,0,0,0,0,0,0
ENSG00000238092,0,0,0,0,0,0,0,0
ENSG00000231924,3,0,0,0,0,0,0,1
ENSG00000105443,2044,2160,1285,1795,257,90,109,262
ENSG00000071564,3864,4228,2574,3360,1469,469,653,1554
ENSG00000130402,13313,14345,10802,15344,4357,1635,2061,5282
ENSG00000196961,2714,3216,2393,3027,1750,679,673,1683
ENSG00000267450,0,0,0,0,0,0,0,0
ENSG00000279198,1,1,0,2,0,0,0,0
ENSG00000267373,0,0,0,0,0,0,0,0
ENSG00000167461,5655,6701,5604,6400,5314,1671,2069,5695
ENSG00000267310,0,0,0,0,0,0,0,0
ENSG00000268834,0,0,0,0,0,0,0,0
ENSG00000269516,142,167,10,6,0,0,0,0
ENSG00000290595,0,0,0,0,0,0,0,0
ENSG00000283525,0,0,0,0,0,0,0,2
ENSG00000130612,0,0,0,0,0,0,0,0
ENSG00000290611,1,0,0,0,0,0,0,1
ENSG00000172148,0,0,0,0,0,0,0,0
ENSG00000290701,0,0,0,0,0,0,0,0
ENSG00000225980,0,0,0,0,0,0,0,0
ENSG00000240225,0,0,0,0,0,0,0,0
ENSG00000290720,723,832,585,833,0,0,0,0
ENSG00000123870,186,239,242,217,33,11,15,23
ENSG00000225868,2,1,1,6,0,0,0,0
ENSG00000283251,0,0,0,0,0,0,0,0
ENSG00000268864,0,0,0,0,0,0,0,0
ENSG00000214189,0,0,0,0,2,1,2,2
ENSG00000187847,0,0,0,0,0,0,0,0
ENSG00000268849,0,0,0,0,0,0,0,0
ENSG00000197588,0,0,0,0,0,0,0,0
ENSG00000290915,175,158,199,179,0,0,0,0
ENSG00000104970,0,0,0,0,0,0,0,0
ENSG00000269118,0,0,0,0,0,0,0,0
ENSG00000196381,1,1,0,0,0,0,0,0
ENSG00000239736,0,0,0,0,0,0,0,0
ENSG00000267453,0,0,0,0,0,0,0,0
ENSG00000256612,0,0,0,0,0,0,0,0
ENSG00000267640,0,0,0,0,0,0,0,0
ENSG00000234773,0,0,0,0,0,0,0,0
ENSG00000171101,0,0,0,0,0,0,0,0
ENSG00000214855,0,0,0,0,0,0,0,0
ENSG00000269001,102,117,143,151,25,8,11,16
ENSG00000167798,0,0,0,0,0,0,0,0
ENSG00000267419,0,0,0,0,0,0,0,0
ENSG00000131401,0,0,0,0,0,0,0,0
ENSG00000224689,0,4,3,1,0,0,0,0
ENSG00000248257,0,0,0,0,0,0,0,0
ENSG00000105501,0,0,0,0,0,0,0,0
ENSG00000240320,0,0,0,0,0,0,0,0
ENSG00000006659,0,0,0,0,0,0,0,0
ENSG00000278813,0,0,0,0,0,0,0,0
ENSG00000105205,0,0,0,0,0,0,0,0
ENSG00000125753,785,925,472,697,220,72,89,223
ENSG00000227500,2831,3237,3255,4829,321,127,149,352
ENSG00000267611,0,0,0,0,0,0,0,0
ENSG00000267725,0,0,0,0,0,0,0,0
ENSG00000076650,792,877,785,971,150,61,77,193
ENSG00000245848,339,325,345,519,79,26,80,169
ENSG00000198597,2,0,0,0,71,22,25,69
ENSG00000289187,0,0,0,0,0,0,1,1
ENSG00000280061,0,0,0,0,3,2,1,6
ENSG00000197619,1991,2101,1005,939,526,204,257,724
ENSG00000267353,0,0,0,0,0,0,0,0
ENSG00000197863,956,951,498,578,2,0,0,0
ENSG00000206669,0,0,0,0,0,0,0,0
ENSG00000185869,823,988,1232,1189,0,0,0,0
ENSG00000243297,1,0,0,0,1,0,0,0
ENSG00000251247,271,263,231,275,0,0,0,0
ENSG00000291239,0,0,0,0,0,0,0,0
ENSG00000198453,558,598,445,471,0,0,0,1
ENSG00000270011,2,1,2,2,1,2,0,5
ENSG00000104812,3419,4028,2139,3016,1285,496,350,797
ENSG00000196337,7,10,1,2,1,1,1,2
ENSG00000177380,943,1031,669,1072,214,90,136,282
ENSG00000130528,53,52,55,69,0,0,1,2
ENSG00000130529,1078,1319,1037,1333,38,20,26,70
ENSG00000189001,56,25,16,24,11,2,3,17
ENSG00000105679,0,1,0,1,0,0,0,0
ENSG00000105677,755,887,1006,1922,518,227,334,822
ENSG00000105675,23,28,0,3,0,0,0,0
ENSG00000291292,0,0,0,0,0,0,0,0
ENSG00000188629,0,0,0,0,0,0,0,1
ENSG00000270679,1,0,0,0,0,0,0,0
ENSG00000267590,0,0,0,0,0,0,0,0
ENSG00000062370,212,240,179,253,189,54,68,135
ENSG00000267173,0,0,0,0,0,0,0,0
ENSG00000267508,303,367,334,396,0,0,0,0
ENSG00000267188,0,0,0,0,0,0,0,0
ENSG00000278318,640,774,531,636,1,0,1,4
ENSG00000176761,1,4,3,3,0,0,0,0
ENSG00000167384,523,640,488,452,250,64,87,256
ENSG00000273777,0,3,0,1,0,0,0,0
ENSG00000267614,0,0,0,0,0,0,0,0
ENSG00000230666,0,0,0,0,0,0,0,0
ENSG00000224366,0,0,0,0,0,0,0,0
ENSG00000216588,0,0,0,0,5,1,4,5
ENSG00000073008,2344,2646,2244,2954,1773,714,828,2110
ENSG00000283673,0,0,0,0,0,0,0,0
ENSG00000186567,305,370,175,260,71,20,40,103
ENSG00000279095,0,0,0,0,0,0,0,0
ENSG00000213892,0,0,0,0,2,0,0,2
ENSG00000252200,0,0,0,0,0,0,0,0
ENSG00000069399,1471,1500,199,324,141,68,89,253
ENSG00000284258,0,0,0,0,0,0,0,0
ENSG00000253027,0,0,0,0,0,0,0,0
ENSG00000236807,0,0,0,0,0,2,0,0
ENSG00000142273,217,248,130,229,7,5,3,16
ENSG00000285128,5,18,23,26,0,0,0,2
ENSG00000187244,2568,2754,991,1882,256,100,94,315
ENSG00000105223,2579,3149,2291,3997,679,264,283,698
ENSG00000267673,6,11,4,8,5,2,4,8
ENSG00000105376,33,30,20,20,27,12,14,11
ENSG00000161847,520,595,404,491,305,107,117,308
ENSG00000076662,158,179,323,465,180,64,111,249
ENSG00000099817,4415,4814,3906,5987,1204,490,737,1783
ENSG00000167468,5863,6515,4902,7240,2779,1080,1750,4057
ENSG00000105559,23,33,18,24,0,0,2,3
ENSG00000104804,0,0,1,0,1,0,0,0
ENSG00000105426,5907,6783,4820,5821,1366,389,665,1718
ENSG00000104960,1938,2230,1549,2410,785,292,293,747
ENSG00000131400,10,20,9,14,28,12,10,31
ENSG00000167634,3,5,8,3,0,0,0,0
ENSG00000131037,44,36,44,59,1,0,0,0
ENSG00000104823,4318,4854,5907,9610,761,290,309,882
ENSG00000268083,0,0,0,0,0,0,0,0
ENSG00000269688,71,74,41,54,14,8,5,16
ENSG00000187994,232,271,283,469,2,1,0,9
ENSG00000068903,1579,1713,1274,2078,443,141,213,565
ENSG00000104825,774,878,691,902,102,38,82,200
ENSG00000262484,13,16,23,31,0,0,0,0
ENSG00000104835,75,94,89,115,24,5,12,26
ENSG00000269547,0,0,0,0,0,0,0,0
ENSG00000128626,485,636,712,1222,195,76,201,419
ENSG00000269486,0,0,0,0,0,0,0,0
ENSG00000269190,0,0,0,1,0,0,0,0
ENSG00000104824,5012,5642,5377,6498,689,202,217,583
ENSG00000129351,17423,21026,16672,18315,1923,626,892,2353
ENSG00000291001,0,0,0,0,0,0,0,0
ENSG00000076928,777,844,671,911,619,206,276,698
ENSG00000105204,1099,1292,711,988,55,21,10,40
ENSG00000291312,0,0,0,0,0,0,0,0
ENSG00000220201,65,86,124,133,19,5,18,58
ENSG00000230510,0,0,0,0,0,0,0,0
ENSG00000090372,1560,1680,1216,1882,397,124,161,418
ENSG00000181027,220,232,186,327,84,30,42,103
ENSG00000275719,21,31,52,88,0,0,1,1
ENSG00000275862,0,0,0,0,0,0,0,0
ENSG00000269576,0,0,0,0,0,0,0,0
ENSG00000269014,0,0,1,0,0,0,0,0
ENSG00000042753,1648,2001,2059,2776,1092,429,487,1246
ENSG00000104805,1876,2096,1702,2492,1081,402,430,983
ENSG00000233270,133,214,213,206,42,11,33,53
ENSG00000197841,956,1093,976,1020,176,73,82,217
ENSG00000105479,26,24,17,17,13,5,1,6
ENSG00000188039,140,165,132,119,21,8,14,38
ENSG00000197808,291,344,326,328,33,22,24,40
ENSG00000183207,1281,1553,1564,2580,489,166,334,774
ENSG00000181786,0,0,0,0,0,0,0,0
ENSG00000104783,0,1,0,0,332,123,193,398
ENSG00000159871,3,3,4,7,10,4,4,12
ENSG00000268601,0,0,0,0,0,1,0,0
ENSG00000197483,109,138,64,139,18,9,11,35
ENSG00000223638,0,0,0,5,16,6,11,16
ENSG00000184635,822,1058,755,684,314,105,101,306
ENSG00000197124,815,960,1138,1143,28,12,11,33
ENSG00000268070,0,0,0,0,0,0,0,0
ENSG00000274033,0,0,0,0,0,0,0,0
ENSG00000269154,0,0,0,0,0,0,0,0
ENSG00000213988,4,3,1,1,0,0,0,0
ENSG00000240673,0,0,0,0,0,0,0,0
ENSG00000274612,0,0,0,0,0,0,0,0
ENSG00000224864,0,0,0,0,0,0,0,0
ENSG00000267220,0,0,0,0,0,0,0,0
ENSG00000270716,0,0,0,0,0,0,0,0
ENSG00000256229,14,15,9,19,20,6,7,19
ENSG00000267771,0,0,0,0,0,0,0,0
ENSG00000280079,50,46,50,58,0,0,0,0
ENSG00000271524,0,0,0,0,0,0,0,0
ENSG00000261221,681,799,439,663,235,83,120,335
ENSG00000283980,0,0,0,0,0,0,1,0
ENSG00000167625,231,312,340,459,124,62,65,205
ENSG00000275395,101,144,227,331,3,1,2,7
ENSG00000142453,1179,1303,1049,1639,1199,414,497,1109
ENSG00000290821,0,0,0,0,0,0,0,0
ENSG00000267959,0,0,0,0,0,0,0,0
ENSG00000239821,3,0,1,3,0,0,0,0
ENSG00000264175,31,26,17,20,0,0,0,0
ENSG00000182310,648,629,240,247,105,42,44,102
ENSG00000204595,0,0,0,0,0,0,0,1
ENSG00000269564,0,1,0,1,0,0,0,1
ENSG00000279452,0,0,0,0,0,0,0,0
ENSG00000104953,274,302,223,414,36,19,10,17
ENSG00000065717,684,718,424,671,36,6,12,40
ENSG00000161091,1345,1640,1637,2410,384,124,144,345
ENSG00000174837,1,1,1,0,2,0,2,2
ENSG00000280091,0,0,0,0,0,0,0,0
ENSG00000269385,0,0,0,0,0,0,0,0
ENSG00000276568,0,0,0,0,0,0,0,0
ENSG00000268758,0,0,0,0,0,0,0,0
ENSG00000283679,2,1,0,0,0,0,0,0
ENSG00000196589,0,2,1,0,0,0,0,0
ENSG00000099783,9266,11357,12561,15779,1249,402,494,1282
ENSG00000130173,0,0,0,0,0,0,0,0
ENSG00000160117,34,35,31,31,118,34,46,134
ENSG00000127220,461,542,405,684,294,126,185,493
ENSG00000130312,2172,2793,2270,2466,952,325,588,1593
ENSG00000269815,17,23,8,17,0,1,1,5
ENSG00000130311,2096,2257,1876,2654,687,256,362,1001
ENSG00000074855,1020,1177,633,746,149,54,66,186
ENSG00000130299,644,739,586,853,266,103,210,511
ENSG00000130300,0,1,3,2,0,0,0,1
ENSG00000269350,0,0,0,0,0,0,0,0
ENSG00000269720,4,0,4,12,1,0,0,1
ENSG00000141971,595,790,555,791,238,74,220,546
ENSG00000130304,779,882,623,1096,120,57,87,196
ENSG00000181666,2339,2620,2396,2876,204,69,78,268
ENSG00000180479,479,518,386,417,27,9,14,19
ENSG00000290988,16,30,34,32,0,0,0,0
ENSG00000099338,109,94,135,145,9,6,1,9
ENSG00000266963,2,0,0,1,2,0,0,0
ENSG00000287271,0,0,0,0,0,0,0,0
ENSG00000161243,0,0,1,0,91,46,51,112
ENSG00000125740,74,91,38,50,39,3,6,19
ENSG00000176920,0,0,0,2,0,0,0,0
ENSG00000167615,5101,5188,3579,4929,1944,1000,823,2248
ENSG00000290933,0,0,0,0,0,0,0,1
ENSG00000269786,0,0,0,0,0,0,0,0
ENSG00000268483,1,4,1,1,0,0,0,0
ENSG00000274219,0,0,0,0,0,0,0,0
ENSG00000131864,1,6,1,0,0,0,0,0
ENSG00000141946,1,0,0,0,0,0,0,0
ENSG00000270293,0,0,0,0,0,0,0,0
ENSG00000270790,0,0,0,0,0,0,0,0
ENSG00000258873,0,0,0,0,0,0,0,0
ENSG00000083844,1372,1567,1062,1292,1234,363,370,887
ENSG00000288899,16,15,11,28,32,11,9,39
ENSG00000012061,763,876,853,1160,1115,456,457,1091
ENSG00000275726,0,0,0,0,0,0,0,1
ENSG00000079805,6802,7872,5021,6219,1950,650,756,1951
ENSG00000127616,7141,8311,6163,8019,1265,453,427,1241
ENSG00000284797,0,0,0,0,0,0,0,0
ENSG00000268922,0,0,0,0,0,0,0,0
ENSG00000167785,1207,1314,933,930,102,41,43,95
ENSG00000269300,0,0,0,0,0,0,0,0
ENSG00000170948,0,0,0,0,0,0,0,0
ENSG00000269400,2,0,4,5,0,0,0,1
ENSG00000181143,0,1,0,0,0,0,0,2
ENSG00000267332,0,0,0,0,0,0,0,0
ENSG00000267154,0,0,0,0,0,0,0,0
ENSG00000282458,0,0,0,0,0,0,0,0
ENSG00000269845,0,0,0,0,0,0,0,0
ENSG00000293089,0,1,0,0,1,0,0,0
ENSG00000269837,0,0,0,0,0,0,0,0
ENSG00000293107,128,182,145,186,12,10,13,20
ENSG00000237118,0,0,0,0,0,0,0,0
ENSG00000293114,0,0,0,0,0,0,0,0
ENSG00000270804,3,2,6,4,1,0,1,0
ENSG00000267422,24,34,19,49,33,22,24,49
ENSG00000269388,5,1,0,0,0,1,0,0
ENSG00000273654,0,0,0,0,0,0,0,0
ENSG00000241015,0,0,0,0,0,0,0,0
ENSG00000213777,0,0,0,0,0,0,0,0
ENSG00000242615,0,0,0,0,0,0,0,0
ENSG00000293234,14,16,15,13,16,2,6,24
ENSG00000213801,0,0,0,0,0,0,0,0
ENSG00000163098,0,0,0,0,0,0,0,0
ENSG00000293247,0,0,0,0,0,0,0,0
ENSG00000170858,0,0,0,0,0,0,0,0
ENSG00000268442,0,0,0,0,0,0,0,0
ENSG00000293299,0,0,0,0,0,0,0,0
ENSG00000242779,0,0,0,0,0,0,0,0
ENSG00000233622,0,0,0,0,0,0,0,0
ENSG00000180279,0,0,0,0,0,0,0,0
ENSG00000214347,0,0,0,0,0,0,0,0
ENSG00000225872,0,0,0,0,0,0,0,0
ENSG00000167747,0,0,0,0,0,0,0,0
ENSG00000244482,0,0,0,0,0,0,0,0
ENSG00000293273,0,0,0,0,0,0,0,0
ENSG00000167633,0,0,0,0,0,0,0,0
ENSG00000141858,1911,2135,1374,2051,917,301,253,685
ENSG00000293143,11,22,26,29,15,6,6,30
ENSG00000235974,0,0,0,0,0,0,0,0
ENSG00000180846,0,0,0,0,0,0,0,0
ENSG00000141837,1,1,1,3,88,22,17,53
ENSG00000105281,1303,1511,2827,4332,622,254,483,1060
ENSG00000171777,0,0,0,0,0,0,0,0
ENSG00000196218,14,17,8,12,1,0,0,0
ENSG00000130164,1505,1892,1882,2442,3733,1414,1329,3675
ENSG00000260001,81,85,97,206,82,44,48,136
ENSG00000104833,1818,1907,885,1606,305,87,164,487
ENSG00000105607,713,844,799,1217,161,68,124,324
ENSG00000267507,0,0,0,0,1,0,0,0
ENSG00000275863,0,0,0,0,0,0,0,0
ENSG00000105048,263,298,110,180,979,320,314,865
ENSG00000129991,14,7,3,8,5,0,1,9
ENSG00000267110,0,0,0,0,0,0,0,0
ENSG00000167646,128,139,81,82,95,37,46,94
ENSG00000239137,0,0,0,0,0,0,0,0
ENSG00000129990,5,25,14,17,8,1,0,10
ENSG00000080031,9,4,18,19,146,64,31,103
ENSG00000180089,19,39,25,47,6,1,4,9
ENSG00000276570,44,39,36,54,10,0,4,4
ENSG00000275519,0,1,0,0,0,0,0,0
ENSG00000278328,0,0,0,0,0,0,0,0
ENSG00000278264,0,0,0,0,0,0,0,0
ENSG00000130382,8190,9697,5240,7290,632,215,289,721
ENSG00000288770,3,8,9,3,2,1,1,6
ENSG00000128016,775,771,589,913,88,29,15,42
ENSG00000269519,0,0,0,0,0,0,0,0
ENSG00000268153,0,0,0,0,0,0,0,0
ENSG00000268243,0,0,0,0,0,0,0,0
ENSG00000290070,0,0,0,0,0,0,0,0
ENSG00000289330,0,0,0,1,0,1,0,0
ENSG00000127528,32,49,42,44,27,15,17,34
ENSG00000277825,0,0,0,0,1,0,0,2
ENSG00000127527,2178,2484,2346,2941,742,296,326,852
ENSG00000280332,109,144,109,127,17,5,5,15
ENSG00000240418,10,9,8,15,87,37,1,1
ENSG00000267703,0,0,0,0,0,0,0,0
ENSG00000269058,1,6,4,0,2,0,0,0
ENSG00000105072,558,633,613,669,133,49,76,228
ENSG00000085872,2686,3036,2286,3351,344,158,125,378
ENSG00000240106,2,0,9,1,1,2,1,1
ENSG00000127526,3852,4480,2777,3523,2471,853,617,1455
ENSG00000268309,0,1,0,5,0,0,0,0
ENSG00000269085,0,0,0,0,0,0,0,0
ENSG00000269578,0,0,0,0,0,0,0,2
ENSG00000279748,36,48,47,66,0,0,0,9
ENSG00000279977,5,2,0,4,9,1,11,13
ENSG00000293570,554,633,3249,3660,0,0,0,0
ENSG00000223573,5,11,10,6,51,23,16,40
ENSG00000129951,0,0,0,0,3,2,4,2
ENSG00000289762,0,0,0,0,0,0,0,0
ENSG00000269148,0,0,0,0,0,0,0,0
ENSG00000125755,1484,1743,1527,2084,673,247,338,922
ENSG00000269699,1,7,2,1,0,0,0,0
ENSG00000268407,0,0,0,0,0,0,0,0
ENSG00000088053,10,15,4,16,0,0,0,1
ENSG00000105722,1704,1906,1062,1552,309,104,136,304
ENSG00000104872,2058,2339,1483,2281,1172,445,462,1145
ENSG00000268636,0,0,0,0,1,0,0,0
ENSG00000268677,1,0,0,0,1,0,1,4
ENSG00000267234,0,0,0,0,0,0,0,0
ENSG00000207821,0,0,0,0,0,0,0,0
ENSG00000178093,67,57,37,57,13,5,6,11
ENSG00000186010,663,753,876,1045,406,181,280,550
ENSG00000258674,29,18,17,35,3,0,2,1
ENSG00000250067,1539,1637,2861,3385,26,7,14,51
ENSG00000160161,17,10,24,24,18,5,12,22
ENSG00000105717,59,46,70,103,19,3,12,30
ENSG00000267178,0,2,0,0,1,0,0,1
ENSG00000259242,0,0,0,0,0,0,0,0
ENSG00000167604,132,162,134,186,72,27,30,101
ENSG00000099840,114,111,97,155,6,0,1,2
ENSG00000125656,1880,2305,1895,3293,838,354,526,1279
ENSG00000269243,1,2,7,2,3,0,1,0
ENSG00000267767,48,66,48,67,11,2,4,12
ENSG00000118046,1553,1823,1498,2114,638,188,326,776
ENSG00000234848,0,0,1,0,0,0,0,0
ENSG00000104774,2307,2442,1813,2601,406,161,166,412
ENSG00000285583,0,0,0,0,0,0,0,0
ENSG00000267791,0,0,0,0,0,0,0,0
ENSG00000267062,1,2,0,1,0,0,0,0
ENSG00000282535,0,0,0,0,0,0,0,0
ENSG00000281379,0,0,0,0,0,0,0,0
ENSG00000282059,0,0,0,0,0,0,0,0
ENSG00000282416,0,0,0,0,0,0,0,0
ENSG00000282051,0,0,0,0,0,0,0,0
ENSG00000292987,0,0,0,0,0,0,0,0
ENSG00000282339,0,0,0,0,0,0,0,0
ENSG00000222329,0,0,0,0,0,0,0,0
ENSG00000282393,13,17,15,32,0,1,0,0
ENSG00000141934,1032,1130,686,1020,0,0,0,0
ENSG00000267124,0,0,0,0,0,0,0,0
ENSG00000105556,601,755,456,742,11,1,5,17
ENSG00000105549,1,2,9,10,1,0,0,1
ENSG00000268565,4,0,1,1,4,4,2,5
ENSG00000205790,2,8,21,25,0,0,1,0
ENSG00000268149,11,9,12,12,1,1,0,2
ENSG00000269813,0,0,0,0,0,0,0,1
ENSG00000271717,0,0,0,0,0,0,0,0
ENSG00000274425,186,181,182,208,32,11,17,53
ENSG00000267500,0,0,0,0,0,0,0,0
ENSG00000267343,0,0,0,0,0,0,0,0
ENSG00000197933,453,570,545,538,518,121,168,478
ENSG00000266922,0,1,0,1,0,1,0,1
ENSG00000220949,0,0,0,0,0,0,0,0
ENSG00000197044,805,911,1311,1464,84,36,68,222
ENSG00000267646,0,0,0,0,0,0,0,0
ENSG00000177599,69,87,124,149,38,9,22,56
ENSG00000171295,519,671,541,562,499,168,216,501
ENSG00000267089,0,0,0,0,0,0,0,0
ENSG00000275091,2,4,6,7,4,0,0,3
ENSG00000267670,0,0,0,0,1,1,3,0
ENSG00000267565,0,0,0,0,0,0,0,0
ENSG00000266904,149,158,214,217,16,5,6,15
ENSG00000081665,1046,1221,1152,1128,27,4,16,32
ENSG00000269055,0,0,0,0,0,0,0,0
ENSG00000269274,9,10,9,3,0,0,0,0
ENSG00000271638,0,0,0,0,0,0,0,0
ENSG00000276294,0,0,0,0,0,0,0,0
ENSG00000271704,0,0,0,0,0,0,0,0
ENSG00000268461,0,0,0,0,0,0,0,0
ENSG00000231205,0,0,0,0,0,0,0,1
ENSG00000238517,3,2,1,2,1,1,0,0
ENSG00000268174,0,0,0,0,0,0,0,0
ENSG00000268335,0,0,0,0,0,0,0,0
ENSG00000270317,0,0,0,0,0,0,0,0
ENSG00000286157,0,0,0,0,0,0,0,0
ENSG00000260599,0,0,0,0,0,0,0,0
ENSG00000207397,0,0,0,0,0,0,0,0
ENSG00000269332,0,0,0,0,0,0,0,0
ENSG00000240713,0,0,0,0,0,0,0,0
ENSG00000269025,0,0,0,0,0,0,0,0
ENSG00000269316,0,0,0,0,0,0,0,0
ENSG00000268589,0,0,0,0,0,0,0,0
ENSG00000229676,90,94,92,93,1,0,0,0
ENSG00000198153,2,12,3,5,0,0,0,0
ENSG00000241282,0,0,1,2,0,0,0,0
ENSG00000268789,0,0,1,1,0,0,0,0
ENSG00000261770,746,892,496,673,2,3,6,13
ENSG00000281468,297,364,290,270,24,13,11,19
ENSG00000267323,0,0,0,0,0,0,0,0
ENSG00000267389,0,0,0,0,0,0,0,0
ENSG00000267630,0,0,0,0,0,0,0,0
ENSG00000267623,0,0,1,0,0,0,0,0
ENSG00000267238,0,0,0,0,0,0,0,0
ENSG00000267423,0,0,0,0,0,0,0,0
ENSG00000266976,3,1,17,8,0,0,0,0
ENSG00000283269,0,0,0,0,0,0,0,0
ENSG00000267799,3,5,2,1,0,0,0,0
ENSG00000267617,0,0,0,0,0,0,0,0
ENSG00000293618,0,0,0,0,0,0,0,0
ENSG00000267339,0,0,0,0,0,0,0,0
ENSG00000267027,0,0,0,0,0,0,0,0
ENSG00000267240,0,0,0,0,0,0,0,0
ENSG00000252272,0,0,0,0,0,0,0,0
ENSG00000169021,4747,5797,5837,6502,1178,406,436,1398
ENSG00000241604,0,0,0,0,0,0,0,0
ENSG00000187135,0,1,0,0,0,0,0,0
ENSG00000105171,1374,1725,1900,2258,96,41,59,126
ENSG00000121297,85,84,92,98,373,125,114,325
ENSG00000278875,3,1,9,6,2,3,2,4
ENSG00000267580,0,0,0,0,0,0,0,0
ENSG00000267727,0,4,1,3,1,0,0,2
ENSG00000185897,0,0,0,0,0,0,0,0
ENSG00000126251,0,0,0,0,0,0,0,0
ENSG00000268222,3,1,5,5,7,1,0,0
ENSG00000283479,0,0,0,0,0,0,0,0
ENSG00000264400,0,0,1,0,0,0,0,0
ENSG00000126262,13,8,21,36,0,0,0,0
ENSG00000267041,491,562,432,434,23,10,9,39
ENSG00000267260,116,114,86,75,0,0,0,0
ENSG00000267254,397,471,486,538,1,0,0,0
